Scientific,BLFamilyLatin,BLFamilyEnglish,English,Diet.Inv,Diet.Vend,Diet.Vect,Diet.Vfish,Diet.Vunk,Diet.Scav,Diet.Fruit,Diet.Nect,Diet.Seed,Diet.PlantO,Diet.5Cat,ForStrat.watbelowsurf,ForStrat.wataroundsurf,ForStrat.ground,ForStrat.understory,ForStrat.midhigh,ForStrat.canopy,ForStrat.aerial,PelagicSpecialist,Nocturnal,BodyMass.Value,CU_c_spMin,CU_c_spMean,CU_c_spSD,CU_c_spMax,redList,SiTDB_trade,ED,genus,species,nsong,rangeExtent,resid.songQuality,distr_country,distr_region,distr_continent,SiTDB_trade_as_threat,logBodyMass,logRangeExtent,logAbundance,trade.binary,ForStrat.Category,Diet.FruiNect,Diet.Invertebrate,Diet.Omnivore,Diet.PlantSeed,Diet.VertFishScav,watbelowsurf,wataroundsurf,ground,understory,midhigh,canopy,aerial,popRange,popLow,popHigh
Petrochelidon rufocollaris,Hirundinidae,Swallows and martins,Chestnut-collared Swallow,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0.8,0.2,0,0,0,0,15.87,14.93527171,32.18181608,14.03610291,52.3238269,LC,NA,11.06252558,Petrochelidon,rufocollaris,12,250000,-0.161996589,"EC,PE",Latin America & Caribbean,Americas,NA,1.200576927,5.397940009,NA,Not trade-threatened,ForStrat.understory,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
Petroica archboldi,Petroicidae,Australasian robins,Snow Mountain Robin,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,1,0,0,0,0,0,0,12.22,27.45608292,39.19623597,10.68936746,53.88734486,DD,NA,7.784622339,Petroica,archboldi,4,NA,0.026863404,ID,East Asia & Pacific,Asia,NA,1.087071206,NA,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Petroica australis,Petroicidae,Australasian robins,New Zealand Robin,0.8,0,0,0,0,0,0.2,0,0,0,Invertebrate,0,0,0,0.9,0.1,0,0,0,0,31.33,23.48995167,27.15579316,4.098541157,34.80041223,LC,NA,17.01803462,Petroica,australis,17,NA,NA,NZ,East Asia & Pacific,Oceania,NA,1.495960395,NA,NA,Not trade-threatened,ForStrat.understory,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
Petroica bivittata,Petroicidae,Australasian robins,Alpine Robin,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,0.4,0.6,0,0,0,9,35.12489749,60.38346844,35.93555194,125.1720174,LC,NA,5.40448871,Petroica,bivittata,8,NA,NA,"ID,PG",East Asia & Pacific,"Asia,Oceania",NA,0.954242509,NA,NA,Not trade-threatened,ForStrat.canopy,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
Petroica goodenovii,Petroicidae,Australasian robins,Red-capped Robin,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0.6,0.4,0,0,0,0,0,8.9,13.41935111,20.8257758,5.922940975,29.19191293,LC,evidence,14.33627122,Petroica,goodenovii,24,8050000,-0.231386767,AU,East Asia & Pacific,Oceania,NA,0.949390007,6.90579588,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Petroica macrocephala,Petroicidae,Australasian robins,Tomtit,0.8,0,0,0,0,0,0.2,0,0,0,Invertebrate,0,0,0.8,0.2,0,0,0,0,0,11.79,16.47829285,21.91941212,3.88574082,26.99833639,LC,NA,11.95556865,Petroica,macrocephala,22,NA,NA,NZ,East Asia & Pacific,Oceania,NA,1.071513805,NA,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Petroica multicolor,Petroicidae,Australasian robins,Scarlet Robin,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,0.8,0.2,0,0,0,11.36,NA,NA,NA,NA,EN,NA,8.094414511,Petroica,multicolor,7,NA,NA,NF,East Asia & Pacific,Oceania,NA,1.055378331,NA,NA,Not trade-threatened,ForStrat.midhigh,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"1,040",1040,1040
Petroica phoenicea,Petroicidae,Australasian robins,Flame Robin,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0.8,0.2,0,0,0,0,0,13,14.52396297,24.08413399,12.42818081,48.43159562,NT,evidence,8.094414511,Petroica,phoenicea,17,710000,-0.037272653,AU,East Asia & Pacific,Oceania,NA,1.113943352,5.851258349,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8700000,8700000,8700000
Petroica rodinogaster,Petroicidae,Australasian robins,Pink Robin,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0.4,0.4,0.2,0,0,0,0,10.24,15.49539118,19.91330274,3.774220683,23.70660703,LC,NA,5.40448871,Petroica,rodinogaster,17,288000,0.087875304,AU,East Asia & Pacific,Oceania,NA,1.010299957,5.459392488,NA,Not trade-threatened,Mixed strategies,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Petroica rosea,Petroicidae,Australasian robins,Rose Robin,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0.2,0.8,0,0,0,0,8.2,20.85591265,22.28588833,1.77420513,25.55902257,LC,NA,7.784622339,Petroica,rosea,16,238000,0.089500043,AU,East Asia & Pacific,Oceania,NA,0.913813852,5.376576957,NA,Not trade-threatened,ForStrat.midhigh,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA
Petroica traversi,Petroicidae,Australasian robins,Black Robin,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,1,0,0,0,0,0,0,23.5,NA,NA,NA,NA,EN,NA,11.95556865,Petroica,traversi,7,NA,NA,NZ,East Asia & Pacific,Oceania,NA,1.371067862,NA,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,250,250,250
Petronia petronia,Passeridae,"Sparrows, snowfinches and allies",Rock Sparrow,0.3,0,0,0,0,0,0.3,0,0.4,0,Omnivore,0,0,0.6,0.4,0,0,0,0,0,30.2,7.523907079,20.7827248,12.66446342,43.19811163,LC,evidence,17.240219,Petronia,petronia,230,NA,NA,"AD,AF,AL,AM,AT,AZ,BE,BG,CH,CN,CY,DE,DZ,ES,FR,GB,GE,GI,GR,IL,IQ,IR,IT,JO,KG,KZ,LB,LY,MA,MC,ME,MK,MN,MT,PL,PT,RO,RS,RU,SI,SY,TJ,TM,TN,TR,UZ","Europe & Central Asia,South Asia,East Asia & Pacific,Middle East & North Africa","Europe,Asia,Africa",NA,1.480006943,NA,NA,Not trade-threatened,ForStrat.ground,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"21,450,000-46,150,000",21450000,46150000
Peucedramus taeniatus,Peucedramidae,Olive Warbler,Olive Warbler,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,1,0,0,0,0,0,11,18.56560847,28.30722392,6.521415018,38.08669117,LC,possible,30.99463402,Peucedramus,taeniatus,145,NA,NA,"GT,HN,MX,NI,SV,US","Latin America & Caribbean,North America",Americas,NA,1.041392685,NA,6.278753601,Not trade-threatened,ForStrat.understory,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"1,900,000",1900000,1900000
Pezopetes capitalis,Emberizidae,"Buntings, American sparrows and allies",Large-footed Finch,0.4,0,0,0,0,0,0.2,0,0.3,0.1,Omnivore,0,0,0.4,0.4,0.2,0,0,0,0,55.8,20.23163759,33.81620805,11.04589792,50.07680798,LC,NA,3.808834248,Pezopetes,capitalis,39,NA,NA,"CR,PA",Latin America & Caribbean,Americas,NA,1.746634199,NA,NA,Not trade-threatened,Mixed strategies,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"20,000-49,999",20000,49999
Phacellodomus dorsalis,Furnariidae,Ovenbirds,Chestnut-backed Thornbird,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0.8,0.2,0,0,0,0,35.87,14.91930106,23.30887964,4.635307615,28.12691654,VU,NA,2.669269331,Phacellodomus,dorsalis,19,NA,NA,PE,Latin America & Caribbean,Americas,NA,1.554731377,NA,NA,Not trade-threatened,ForStrat.understory,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"6,000-15,000",6000,15000
Phacellodomus erythrophthalmus,Furnariidae,Ovenbirds,Orange-eyed Thornbird,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,1,0,0,0,0,0,24.5,20.54716335,29.49935784,8.103097912,40.54506993,LC,NA,1.885676261,Phacellodomus,erythrophthalmus,62,NA,NA,BR,Latin America & Caribbean,Americas,NA,1.389166084,NA,NA,Not trade-threatened,ForStrat.understory,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
Phacellodomus ruber,Furnariidae,Ovenbirds,Greater Thornbird,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0.5,0.5,0,0,0,0,0,41,11.49260047,24.49910273,8.79104965,33.42931547,LC,NA,4.790656146,Phacellodomus,ruber,108,4240000,0.225323871,"AR,BO,BR,PY,UY",Latin America & Caribbean,Americas,NA,1.612783857,6.627365857,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Phacellodomus rufifrons,Furnariidae,Ovenbirds,Rufous-fronted Thornbird,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0.7,0.2,0.1,0,0,0,0,24.6,13.81611897,20.10933947,3.840900274,24.51542368,LC,evidence,3.561729556,Phacellodomus,rufifrons,99,8790000,0.086779291,"AR,BO,BR,EC,PE,PY",Latin America & Caribbean,Americas,NA,1.390935107,6.943988875,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Phacellodomus sibilatrix,Furnariidae,Ovenbirds,Little Thornbird,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0.4,0.4,0.2,0,0,0,0,15.5,12.75449219,21.37031787,6.321703465,29.29659995,LC,NA,2.521966122,Phacellodomus,sibilatrix,29,1340000,-0.175215861,"AR,BO,PY,UY",Latin America & Caribbean,Americas,NA,1.190331698,6.127104798,NA,Not trade-threatened,Mixed strategies,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Phacellodomus striaticeps,Furnariidae,Ovenbirds,Streak-fronted Thornbird,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0.25,0.25,0.25,0.25,0,0,0,29.1,11.3391404,21.20159749,6.748785613,31.12968873,LC,NA,2.521966122,Phacellodomus,striaticeps,48,660000,0.136082917,"AR,BO,PE",Latin America & Caribbean,Americas,NA,1.463892989,5.819543936,NA,Not trade-threatened,Mixed strategies,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Phacellodomus striaticollis,Furnariidae,Ovenbirds,Freckle-breasted Thornbird,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0.7,0.3,0,0,0,0,0,25.7,10.18786432,23.0441293,10.00215318,39.93630897,LC,NA,2.669269331,Phacellodomus,striaticollis,35,NA,NA,"AR,BO,BR,PY,UY",Latin America & Caribbean,Americas,NA,1.409933123,NA,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Phaenicophilus palmarum,Thraupidae,Tanagers,Black-crowned Palm-tanager,0.7,0,0,0,0,0,0.3,0,0,0,Invertebrate,0,0,0,0.3,0.4,0.3,0,0,0,30.5,13.12392258,39.24284317,37.51151874,113.5761208,LC,NA,4.453916182,Phaenicophilus,palmarum,9,95600,-0.047271488,"DO,HT",Latin America & Caribbean,Americas,NA,1.484299839,4.980457892,NA,Not trade-threatened,Mixed strategies,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Phaenicophilus poliocephalus,Thraupidae,Tanagers,Grey-crowned Palm-tanager,0.9,0,0,0,0,0,0.1,0,0,0,Invertebrate,0,0,0,0.3,0.3,0.3,0.1,0,0,31,8.941914274,27.29030389,10.44425441,37.76921285,NT,NA,4.453916182,Phaenicophilus,poliocephalus,0,NA,NA,"DO,HT",Latin America & Caribbean,Americas,NA,1.491361694,NA,NA,Not trade-threatened,Mixed strategies,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Phaenostictus mcleannani,Thamnophilidae,Antbirds,Ocellated Antbird,0.8,0,0.2,0,0,0,0,0,0,0,Invertebrate,0,0,0.7,0.3,0,0,0,0,0,51.1,17.99004158,36.92102573,17.4601353,65.74505255,LC,NA,13.688567,Phaenostictus,mcleannani,62,1130000,0.214361167,"CO,CR,EC,HN,NI,PA",Latin America & Caribbean,Americas,NA,1.7084209,6.053078443,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Phaeomyias murina,Tyrannidae,Tyrant-flycatchers,Mouse-coloured Tyrannulet,0.6,0,0,0,0,0,0.4,0,0,0,Invertebrate,0,0,0,0.33,0.33,0.33,0,0,0,10,9.195720023,14.92698816,4.146941223,21.36759953,LC,NA,9.030759917,Phaeomyias,murina,229,NA,NA,"AR,BO,BR,CO,CR,EC,GF,GY,PA,PE,PY,SR,TT,VE",Latin America & Caribbean,Americas,NA,1,NA,NA,Not trade-threatened,Mixed strategies,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Phainopepla nitens,Bombycillidae,Waxwings,Phainopepla,0.4,0,0,0,0,0,0.6,0,0,0,FruiNect,0,0,0,0.4,0.4,0,0.2,0,0,22.1,14.70388401,23.40816247,9.222153553,34.90909929,LC,possible,29.2982113,Phainopepla,nitens,100,NA,NA,"CA,MX,US","North America,Latin America & Caribbean",Americas,NA,1.344392274,NA,6.505149978,Not trade-threatened,Mixed strategies,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3200000,3200000,3200000
Phainoptila melanoxantha,Bombycillidae,Waxwings,Black-and-yellow Silky-flycatcher,0.2,0,0,0,0,0,0.8,0,0,0,FruiNect,0,0,0,0.33,0.33,0.33,0,0,0,56,19.4436079,31.30193176,9.952253158,48.01226235,LC,NA,32.11487461,Phainoptila,melanoxantha,8,NA,NA,"CR,PA",Latin America & Caribbean,Americas,NA,1.748188027,NA,NA,Not trade-threatened,Mixed strategies,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"20,000-49,999",20000,49999
Phedina borbonica,Hirundinidae,Swallows and martins,Mascarene Martin,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0.3,0.2,0.2,0.3,0,0,22.18,14.46968131,20.45518423,6.311856099,27.83851449,LC,NA,15.79273432,Phedina,borbonica,21,1320000,-0.059694698,"KM,MG,MU,MW,MZ,RE,SC,TZ",Sub-Saharan Africa,Africa,NA,1.345961542,6.120573931,NA,Not trade-threatened,Mixed strategies,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Pheucticus aureoventris,Cardinalidae,"Grosbeaks, saltators and allies",Black-backed Grosbeak,0.5,0,0,0,0,0,0.5,0,0,0,Omnivore,0,0,0.3,0,0.3,0.4,0,0,0,49,26.08356164,40.90238164,10.25162328,49.34179223,LC,evidence,3.433088534,Pheucticus,aureoventris,65,4040000,-0.170278791,"AR,BO,BR,CL,CO,EC,PE,PY,VE",Latin America & Caribbean,Americas,NA,1.69019608,6.606381365,NA,Not trade-threatened,Mixed strategies,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Pheucticus chrysogaster,Cardinalidae,"Grosbeaks, saltators and allies",Golden-bellied Grosbeak,0.4,0,0,0,0,0,0.3,0,0.3,0,Omnivore,0,0,0.3,0,0.4,0.3,0,0,0,55.8,35.41808902,45.15153514,9.77998602,60.05595967,LC,evidence,11.16908122,Pheucticus,chrysogaster,63,NA,NA,"CO,EC,PE,VE",Latin America & Caribbean,Americas,NA,1.746634199,NA,NA,Not trade-threatened,Mixed strategies,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Pheucticus chrysopeplus,Cardinalidae,"Grosbeaks, saltators and allies",Yellow Grosbeak,0.4,0,0,0,0,0,0.4,0,0.2,0,Omnivore,0,0,0,0.3,0.4,0.3,0,0,0,77.6,25.18909345,42.56880535,17.94301722,66.90545009,LC,evidence,7.405207484,Pheucticus,chrysopeplus,78,NA,NA,"GT,MX,US","Latin America & Caribbean,North America",Americas,NA,1.889861721,NA,NA,Not trade-threatened,Mixed strategies,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"50,000-499,999",50000,499999
Pheucticus ludovicianus,Cardinalidae,"Grosbeaks, saltators and allies",Rose-breasted Grosbeak,0.5,0,0,0,0,0,0.2,0,0.2,0.1,Omnivore,0,0,0.2,0.2,0.3,0.3,0,0,0,42,13.5017897,18.07802001,2.865837557,21.45047112,LC,evidence,4.158316153,Pheucticus,ludovicianus,188,8510000,0.183309342,"AG,AW,BB,BM,BS,BZ,CA,CO,CR,CU,DM,DO,EC,ES,FR,GB,GD,GF,GP,GT,GY,HN,HT,IE,JM,KN,KY,LC,ME,MQ,MS,MT,MX,NI,NO,PA,PE,PM,PR,RS,SE,SV,TC,TT,US,VC,VE,VG,VI","Latin America & Caribbean,North America,Europe & Central Asia,Middle East & North Africa","Americas,Europe",plausible,1.62324929,6.92992956,NA,Trade-threatened,Mixed strategies,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Pheucticus melanocephalus,Cardinalidae,"Grosbeaks, saltators and allies",Black-headed Grosbeak,0.7,0,0,0,0,0,0.2,0,0.1,0,Invertebrate,0,0,0.1,0,0.4,0.5,0,0,0,47.13,18.69519903,25.91080016,7.764547099,37.59973742,LC,evidence,4.158316153,Pheucticus,melanocephalus,366,6580000,0.507187763,"CA,CR,MX,US","North America,Latin America & Caribbean",Americas,NA,1.67329744,6.818225894,NA,Not trade-threatened,ForStrat.canopy,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
Pheucticus tibialis,Cardinalidae,"Grosbeaks, saltators and allies",Black-thighed Grosbeak,0.4,0,0,0,0,0,0.4,0,0.2,0,Omnivore,0,0,0,0.2,0.6,0.2,0,0,0,62.3,42.30266469,50.46600037,7.175965801,59.81392044,LC,NA,3.433088534,Pheucticus,tibialis,15,NA,NA,"CR,NI,PA",Latin America & Caribbean,Americas,NA,1.794488047,NA,NA,Not trade-threatened,ForStrat.midhigh,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"50,000-499,999",50000,499999
Phibalura flavirostris,Cotingidae,Cotingas,Swallow-tailed Cotinga,0.2,0,0,0,0,0,0.8,0,0,0,FruiNect,0,0,0,0,1,0,0,0,0,46.5,13.94039799,25.94711829,20.76521187,68.11097618,NT,possible,5.423864689,Phibalura,flavirostris,4,1690000,-0.447875818,BR,Latin America & Caribbean,Americas,NA,1.667452953,6.227886705,NA,Not trade-threatened,ForStrat.midhigh,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"20,000-49,999",20000,49999
Philemon albitorques,Meliphagidae,Honeyeaters,White-naped Friarbird,0.2,0,0,0,0,0,0,0.8,0,0,FruiNect,0,0,0,0,0.3,0.7,0,0,0,85.7,NA,NA,NA,NA,LC,NA,11.29413473,Philemon,albitorques,6,3100,0.37632364,PG,East Asia & Pacific,Oceania,NA,1.932980822,3.491361694,NA,Not trade-threatened,ForStrat.canopy,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
Philemon argenticeps,Meliphagidae,Honeyeaters,Silver-crowned Friarbird,0.4,0,0,0,0,0,0,0.5,0.1,0,Omnivore,0,0,0,0,0.3,0.6,0.1,0,0,80.35,12.42784651,45.53296556,39.44469661,106.8645267,LC,NA,8.444220554,Philemon,argenticeps,16,2230000,-0.15073107,AU,East Asia & Pacific,Oceania,NA,1.904985881,6.348304863,NA,Not trade-threatened,ForStrat.canopy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
Philemon brassi,Meliphagidae,Honeyeaters,Brass's Friarbird,0.3,0,0,0,0,0,0.3,0.4,0,0,FruiNect,0,0,0,0.6,0.4,0,0,0,0,85.7,12.75096497,19.98422198,4.444835921,25.74868801,NT,NA,4.654130205,Philemon,brassi,0,46800,-0.845267888,ID,East Asia & Pacific,Asia,NA,1.932980822,4.670245853,NA,Not trade-threatened,ForStrat.understory,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
Philemon buceroides,Meliphagidae,Honeyeaters,Helmeted Friarbird,0.2,0,0,0,0,0,0.1,0.6,0.1,0,FruiNect,0,0,0.1,0.2,0.4,0.2,0.1,0,0,108.64,18.2334408,21.85039018,3.810528581,26.67773286,LC,evidence,5.94664304,Philemon,buceroides,68,5880000,0.323193596,"AU,ID,PG,TL",East Asia & Pacific,"Oceania,Asia",NA,2.035989757,6.769377326,NA,Not trade-threatened,Mixed strategies,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Philemon citreogularis,Meliphagidae,Honeyeaters,Little Friarbird,0.3,0,0,0,0,0,0.1,0.4,0.1,0.1,Omnivore,0,0,0,0,0.4,0.6,0,0,0,60.56,14.90987185,21.51278761,4.912740891,29.88901844,LC,evidence,14.29471519,Philemon,citreogularis,90,6630000,0.426735457,"AU,ID,PG",East Asia & Pacific,"Oceania,Asia",NA,1.782185866,6.821513528,NA,Not trade-threatened,ForStrat.canopy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
Philemon cockerelli,Meliphagidae,Honeyeaters,New Britain Friarbird,0.5,0,0,0,0,0,0,0.5,0,0,Omnivore,0,0,0,0,0.6,0.4,0,0,0,154.14,14.76823184,24.5911263,11.95101719,46.99190646,LC,NA,5.94664304,Philemon,cockerelli,2,72700,-0.429237365,PG,East Asia & Pacific,Oceania,NA,2.187915355,4.861534411,NA,Not trade-threatened,ForStrat.midhigh,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA
Philemon corniculatus,Meliphagidae,Honeyeaters,Noisy Friarbird,0.3,0.1,0,0.1,0,0,0.2,0.3,0,0,Omnivore,0,0,0.1,0.1,0.3,0.4,0.1,0,0,100.71,16.80354735,20.0149446,6.554944202,33.36121884,LC,evidence,8.444220554,Philemon,corniculatus,91,2640000,0.559198733,"AU,ID,PG",East Asia & Pacific,"Oceania,Asia",NA,2.003072596,6.421603927,NA,Not trade-threatened,Mixed strategies,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Philemon diemenensis,Meliphagidae,Honeyeaters,New Caledonian Friarbird,0.4,0,0,0,0,0,0.3,0.3,0,0,FruiNect,0,0,0,0,0.3,0.7,0,0,0,65.9,12.23740423,17.96531428,5.983897986,29.22618492,LC,NA,11.29413473,Philemon,diemenensis,7,62200,0.018366389,NC,East Asia & Pacific,Oceania,NA,1.818885415,4.793790385,NA,Not trade-threatened,ForStrat.canopy,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
Philemon eichhorni,Meliphagidae,Honeyeaters,New Ireland Friarbird,0.3,0,0,0,0,0,0.2,0.5,0,0,FruiNect,0,0,0,0,0.3,0.7,0,0,0,101.03,12.50554714,17.68238972,5.198066962,26.30256755,LC,NA,4.039342673,Philemon,eichhorni,0,7500,-0.591314336,PG,East Asia & Pacific,Oceania,NA,2.004450353,3.875061263,NA,Not trade-threatened,ForStrat.canopy,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
Philemon fuscicapillus,Meliphagidae,Honeyeaters,Dusky Friarbird,0.3,0,0,0,0,0,0.2,0.5,0,0,FruiNect,0,0,0,0,0.1,0.9,0,0,0,85.7,13.81910612,17.90031303,4.887076866,25.90492235,VU,NA,14.29471519,Philemon,fuscicapillus,22,NA,NA,ID,East Asia & Pacific,Asia,NA,1.932980822,NA,NA,Not trade-threatened,ForStrat.canopy,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
Philemon inornatus,Meliphagidae,Honeyeaters,Plain Friarbird,0.3,0,0,0,0,0,0.2,0.5,0,0,FruiNect,0,0,0,0,0,1,0,0,0,85.7,12.49819499,18.55193265,4.179207349,22.46713884,LC,evidence,4.654130205,Philemon,inornatus,7,NA,NA,"ID,TL",East Asia & Pacific,Asia,NA,1.932980822,NA,NA,Not trade-threatened,ForStrat.canopy,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
