Scientific,BLFamilyLatin,BLFamilyEnglish,English,Diet.Inv,Diet.Vend,Diet.Vect,Diet.Vfish,Diet.Vunk,Diet.Scav,Diet.Fruit,Diet.Nect,Diet.Seed,Diet.PlantO,Diet.5Cat,ForStrat.watbelowsurf,ForStrat.wataroundsurf,ForStrat.ground,ForStrat.understory,ForStrat.midhigh,ForStrat.canopy,ForStrat.aerial,PelagicSpecialist,Nocturnal,BodyMass.Value,CU_c_spMin,CU_c_spMean,CU_c_spSD,CU_c_spMax,redList,SiTDB_trade,ED,genus,species,nsong,rangeExtent,resid.songQuality,distr_country,distr_region,distr_continent,SiTDB_trade_as_threat,logBodyMass,logRangeExtent,logAbundance,trade.binary,ForStrat.Category,Diet.FruiNect,Diet.Invertebrate,Diet.Omnivore,Diet.PlantSeed,Diet.VertFishScav,watbelowsurf,wataroundsurf,ground,understory,midhigh,canopy,aerial,popRange,popLow,popHigh
Ficedula hyperythra,Muscicapidae,Chats and Old World flycatchers,Snowy-browed Flycatcher,0.9,0,0,0,0,0,0.1,0,0,0,Invertebrate,0,0,0,0.8,0.2,0,0,0,0,8.2,19.52627431,28.36680085,6.314971293,36.65189428,LC,evidence,7.319028851,Ficedula,hyperythra,88,15800000,0.10307817,"BD,BT,CN,ID,IN,KH,LA,MM,MY,NP,TH,TL,TW,VN","South Asia,East Asia & Pacific",Asia,NA,0.913813852,7.198657087,NA,Not trade-threatened,ForStrat.understory,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
Ficedula hypoleuca,Muscicapidae,Chats and Old World flycatchers,European Pied Flycatcher,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0.33,0.33,0.33,0,0,0,13.79,12.6673374,18.14972007,3.282248379,21.90155972,LC,evidence,2.535267913,Ficedula,hypoleuca,1103,NA,NA,"AD,AE,AF,AL,AO,AT,BA,BE,BF,BG,BJ,BY,CD,CF,CH,CI,CM,CV,CY,CZ,DE,DK,DZ,EE,EG,EH,ES,ET,FI,FO,FR,GB,GH,GI,GM,GN,GR,GW,HR,HU,IE,IL,IQ,IR,IS,IT,JO,JP,KE,KZ,LB,LI,LR,LT,LU,LV,LY,MA,MD,ME,MK,ML,MR,MT,NE,NG,NL,NO,OM,PL,PT,RO,RS,RU,SD,SE,SI,SK,SL,SN,SY,TD,TG,TJ,TN,TR,TZ,UA,UG","Europe & Central Asia,Middle East & North Africa,South Asia,Sub-Saharan Africa,East Asia & Pacific","Europe,Asia,Africa",NA,1.139564266,NA,NA,Not trade-threatened,Mixed strategies,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"33,000,000-52,000,000",3.3e+07,5.2e+07
Ficedula mugimaki,Muscicapidae,Chats and Old World flycatchers,Mugimaki Flycatcher,0.8,0,0,0,0,0,0.1,0,0.1,0,Invertebrate,0,0,0.1,0,0.5,0.4,0,0,0,11.7,17.13139112,25.86749893,7.799704474,37.01251045,LC,evidence,9.680617195,Ficedula,mugimaki,78,7500000,0.154660201,"BN,CN,HK,ID,JP,KH,KP,KR,LA,MN,MY,PH,RU,SG,TH,TW,VN","East Asia & Pacific,Europe & Central Asia","Asia,Europe",NA,1.068185862,6.875061263,NA,Not trade-threatened,ForStrat.midhigh,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA
Ficedula narcissina,Muscicapidae,Chats and Old World flycatchers,Narcissus Flycatcher,0.8,0,0,0,0,0,0.2,0,0,0,Invertebrate,0,0,0,0.33,0.33,0.33,0,0,0,13.1,21.27945174,23.43093498,2.010955745,26.15784687,LC,evidence,8.89014126,Ficedula,narcissina,340,NA,NA,"AU,CN,HK,ID,JP,KR,MY,PH,RU,TW,US,VN","East Asia & Pacific,Europe & Central Asia,North America","Oceania,Asia,Europe,Americas",NA,1.117271296,NA,NA,Not trade-threatened,Mixed strategies,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"20,000-49,999",20000,49999
Ficedula nigrorufa,Muscicapidae,Chats and Old World flycatchers,Black-and-rufous Flycatcher,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0.5,0.5,0,0,0,0,0,9.36,19.18475461,33.28415987,11.22024264,46.31937342,LC,NA,16.66041453,Ficedula,nigrorufa,9,NA,NA,"IN,LK",South Asia,Asia,NA,0.971275849,NA,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Ficedula parva,Muscicapidae,Chats and Old World flycatchers,Red-breasted Flycatcher,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0.3,0.5,0.2,0,0,0,10.8,14.84420572,19.19668353,4.219625375,25.49221836,LC,evidence,4.332218898,Ficedula,parva,806,NA,NA,"AE,AF,AL,AM,AT,AZ,BA,BE,BG,BH,BY,CH,CY,CZ,DE,DK,DZ,EG,ES,FI,FO,FR,GB,GE,GR,HR,HU,IE,IL,IN,IQ,IR,IS,IT,JO,KW,KZ,LB,LT,LU,LV,LY,MA,MD,ME,MK,MT,NL,NO,OM,PK,PL,PS,PT,QA,RO,RS,RU,SA,SD,SE,SI,SK,SN,SY,TN,TR,VA","Middle East & North Africa,South Asia,Europe & Central Asia,Sub-Saharan Africa","Asia,Europe,Africa",NA,1.033423755,NA,NA,Not trade-threatened,ForStrat.midhigh,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"6,500,000-10,499,999",6500000,10499999
Ficedula platenae,Muscicapidae,Chats and Old World flycatchers,Palawan Flycatcher,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0.3,0.7,0,0,0,0,12.06,18.73221351,26.94949653,5.739847492,33.87445761,VU,NA,6.97537266,Ficedula,platenae,9,NA,NA,PH,East Asia & Pacific,Asia,NA,1.081347308,NA,NA,Not trade-threatened,ForStrat.midhigh,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"6,000-15,000",6000,15000
Ficedula rufigula,Muscicapidae,Chats and Old World flycatchers,Rufous-throated Flycatcher,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0.5,0.5,0,0,0,0,0,11.6,13.53895998,25.1911799,9.78432377,35.91454687,NT,NA,4.377225413,Ficedula,rufigula,4,NA,NA,ID,East Asia & Pacific,Asia,NA,1.064457989,NA,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Ficedula sapphira,Muscicapidae,Chats and Old World flycatchers,Sapphire Flycatcher,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0.5,0.5,0,0,0,0,7.8,29.36472111,32.24062861,2.54813925,36.80569567,LC,possible,10.18523371,Ficedula,sapphira,9,2520000,-0.591696576,"BD,BT,CN,IN,LA,MM,NP,TH,VN","South Asia,East Asia & Pacific",Asia,NA,0.892094603,6.401400541,NA,Not trade-threatened,ForStrat.understory,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
Ficedula semitorquata,Muscicapidae,Chats and Old World flycatchers,Semi-collared Flycatcher,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0.2,0.4,0.4,0,0,0,14.4,15.41049815,17.43190995,1.464228846,19.412808,LC,evidence,6.969454563,Ficedula,semitorquata,36,2270000,-0.009003798,"AE,AL,AM,AZ,BG,BH,BI,CD,CY,EG,ER,ET,FR,GE,GH,GR,HR,IL,IQ,IR,IT,JO,KE,KW,LB,MA,MK,MT,NG,OM,QA,RU,RW,SA,SD,SO,SS,SY,TN,TR,TZ,UG","Middle East & North Africa,Europe & Central Asia,Sub-Saharan Africa","Asia,Europe,Africa",NA,1.158362492,6.356025857,NA,Not trade-threatened,Mixed strategies,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"58,000-350,000",58000,350000
Ficedula strophiata,Muscicapidae,Chats and Old World flycatchers,Rufous-gorgeted Flycatcher,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0.1,0.4,0.5,0,0,0,0,12.84,15.09456568,28.84037811,13.17944644,50.85315369,LC,evidence,11.17660388,Ficedula,strophiata,33,5250000,-0.162017821,"BD,BT,CN,HK,IN,LA,MM,NP,TH,VN","South Asia,East Asia & Pacific",Asia,NA,1.108565024,6.720159303,NA,Not trade-threatened,ForStrat.midhigh,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA
Ficedula subrubra,Muscicapidae,Chats and Old World flycatchers,Kashmir Flycatcher,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0.8,0.2,0,0,0,0,10.4,13.96180278,18.31053614,5.25367402,28.50047951,VU,NA,7.63548599,Ficedula,subrubra,11,NA,NA,"BT,IN,LK,NP,PK",South Asia,Asia,NA,1.017033339,NA,NA,Not trade-threatened,ForStrat.understory,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"1,500-7,000",1500,7000
Ficedula superciliaris,Muscicapidae,Chats and Old World flycatchers,Ultramarine Flycatcher,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0.1,0.1,0.4,0.4,0,0,0,8,25.12742909,32.12338246,6.961255568,42.90523108,LC,possible,7.036800028,Ficedula,superciliaris,33,NA,NA,"AF,BD,BT,CN,IN,MM,NP,PK,TH","South Asia,East Asia & Pacific",Asia,NA,0.903089987,NA,NA,Not trade-threatened,Mixed strategies,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Ficedula timorensis,Muscicapidae,Chats and Old World flycatchers,Black-banded Flycatcher,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0.5,0.5,0,0,0,0,0,9,16.72063458,34.18506565,30.52682485,96.18926095,NT,possible,7.671613069,Ficedula,timorensis,12,NA,NA,"ID,TL",East Asia & Pacific,Asia,NA,0.954242509,NA,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Ficedula tricolor,Muscicapidae,Chats and Old World flycatchers,Slaty-blue Flycatcher,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0.33,0.33,0.33,0,0,0,0,8.26,14.5681968,25.84709071,7.743630653,36.26121808,LC,NA,7.241253271,Ficedula,tricolor,39,4390000,-0.066623808,"BD,BT,CN,IN,LA,LK,MM,NP,PK,TH,VN","South Asia,East Asia & Pacific",Asia,NA,0.916980047,6.64246452,NA,Not trade-threatened,Mixed strategies,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Ficedula westermanni,Muscicapidae,Chats and Old World flycatchers,Little Pied Flycatcher,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,0.4,0.6,0,0,0,7.8,10.886651,21.66080003,8.020391377,31.86035292,LC,evidence,4.377225413,Ficedula,westermanni,84,14700000,0.093115886,"BD,BT,CN,ID,IN,KH,LA,MM,MY,NP,PH,TH,TL,VN","South Asia,East Asia & Pacific",Asia,NA,0.892094603,7.167317335,NA,Not trade-threatened,ForStrat.canopy,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
Ficedula zanthopygia,Muscicapidae,Chats and Old World flycatchers,Yellow-rumped Flycatcher,0.7,0,0,0,0,0,0.3,0,0,0,Invertebrate,0,0,0,0.33,0.33,0.33,0,0,0,12.11,18.87470921,27.10904743,4.994891038,32.84987873,LC,evidence,8.89014126,Ficedula,zanthopygia,103,3880000,0.365477939,"CN,HK,ID,JP,KP,KR,LA,LK,MN,MY,RU,SG,TH,TW,VN","East Asia & Pacific,South Asia,Europe & Central Asia","Asia,Europe",NA,1.083144143,6.588831726,NA,Not trade-threatened,Mixed strategies,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Fluvicola albiventer,Tyrannidae,Tyrant-flycatchers,Black-backed Water-tyrant,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0.6,0.4,0,0,0,0,0,11.6,7.32887806,51.57488301,56.42268913,131.4443357,LC,NA,4.034602471,Fluvicola,albiventer,24,8140000,-0.244241578,"AR,BO,BR,PE,PY,UY",Latin America & Caribbean,Americas,NA,1.064457989,6.910624405,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Fluvicola nengeta,Tyrannidae,Tyrant-flycatchers,Masked Water-tyrant,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0.6,0.4,0,0,0,0,0,21,8.766142251,61.40460286,54.24856536,129.2944722,LC,evidence,8.443830995,Fluvicola,nengeta,68,1e+07,0.168124132,"BR,EC,PE,PY",Latin America & Caribbean,Americas,NA,1.322219295,7,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Fluvicola pica,Tyrannidae,Tyrant-flycatchers,Pied Water-tyrant,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,1,0,0,0,0,0,0,12.3,9.286293475,50.00767126,50.49126647,129.1596053,LC,NA,4.034602471,Fluvicola,pica,22,NA,NA,"BR,CO,EC,GF,GY,PA,SR,TT,VE",Latin America & Caribbean,Americas,NA,1.089905111,NA,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"500,000-4,999,999",5e+05,4999999
Formicarius analis,Formicariidae,Antthrushes and antpittas,Black-faced Antthrush,0.8,0,0,0,0.1,0,0.1,0,0,0,Invertebrate,0,0,1,0,0,0,0,0,0,62.19,24.14742704,24.84639052,0.643276946,26.01102663,LC,NA,6.40712298,Formicarius,analis,344,NA,NA,"BO,BR,CO,CR,EC,GF,GY,HN,NI,PA,PE,SR,TT,VE",Latin America & Caribbean,Americas,NA,1.793720557,NA,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Formicarius colma,Formicariidae,Antthrushes and antpittas,Rufous-capped Antthrush,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0.8,0.2,0,0,0,0,0,47,9.769772197,30.34569639,12.74536915,47.71147302,LC,NA,18.98342295,Formicarius,colma,197,1.2e+07,0.266306376,"BO,BR,CO,EC,GF,GY,PE,SR,VE",Latin America & Caribbean,Americas,NA,1.672097858,7.079181246,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Formicarius moniliger,Formicariidae,Antthrushes and antpittas,Mayan Antthrush,0.6,0,0.4,0,0,0,0,0,0,0,Invertebrate,0,0,1,0,0,0,0,0,0,61.89,23.724479,32.67999623,9.503360181,44.08761637,LC,NA,NA,Formicarius,moniliger,42,NA,0.043556606,"BZ,GT,HN,MX",Latin America & Caribbean,Americas,NA,1.791620483,NA,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Formicarius nigricapillus,Formicariidae,Antthrushes and antpittas,Black-headed Antthrush,0.8,0,0.2,0,0,0,0,0,0,0,Invertebrate,0,0,1,0,0,0,0,0,0,56.2,25.49774792,42.82273279,9.771614667,53.89546006,LC,NA,6.744418089,Formicarius,nigricapillus,66,NA,NA,"CO,CR,EC,PA",Latin America & Caribbean,Americas,NA,1.749736316,NA,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"50,000-499,999",50000,499999
Formicarius rufifrons,Formicariidae,Antthrushes and antpittas,Rufous-fronted Antthrush,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,1,0,0,0,0,0,0,55.5,22.33023213,35.37366475,14.90311435,59.23221263,NT,NA,6.744418089,Formicarius,rufifrons,28,93200,0.105822866,"BO,BR,PE",Latin America & Caribbean,Americas,NA,1.744292983,4.969415912,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"20,000-49,999",20000,49999
Formicarius rufipectus,Formicariidae,Antthrushes and antpittas,Rufous-breasted Antthrush,0.9,0,0.1,0,0,0,0,0,0,0,Invertebrate,0,0,1,0,0,0,0,0,0,74.4,35.15579516,44.83779921,12.30481619,60.84993558,LC,NA,6.40712298,Formicarius,rufipectus,94,NA,NA,"CO,CR,EC,PA,PE,VE",Latin America & Caribbean,Americas,NA,1.871572936,NA,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"500,000-4,999,999",5e+05,4999999
Formicivora erythronotos,Thamnophilidae,Antbirds,Black-hooded Antwren,0.9,0,0.1,0,0,0,0,0,0,0,Invertebrate,0,0,0.4,0.4,0.2,0,0,0,0,10.3,20.78691391,24.20011693,2.310887731,26.87230349,EN,NA,4.699189175,Formicivora,erythronotos,48,NA,NA,BR,Latin America & Caribbean,Americas,NA,1.012837225,NA,NA,Not trade-threatened,Mixed strategies,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"45-8,500",45,8500
Formicivora grisea,Thamnophilidae,Antbirds,White-fringed Antwren,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0.2,0.4,0.4,0,0,0,0,10.36,13.32946616,24.04839873,10.74341926,34.34432921,LC,NA,6.131049412,Formicivora,grisea,138,NA,NA,"BO,BR,CO,GF,GY,SR",Latin America & Caribbean,Americas,NA,1.015359755,NA,NA,Not trade-threatened,Mixed strategies,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Formicivora iheringi,Thamnophilidae,Antbirds,Narrow-billed Antwren,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0.3,0.3,0.4,0,0,0,0,8.2,15.05248425,18.84788525,3.467069888,22.80159234,NT,NA,6.351830356,Formicivora,iheringi,31,286500,0.043811801,BR,Latin America & Caribbean,Americas,NA,0.913813852,5.457124626,NA,Not trade-threatened,Mixed strategies,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Formicivora melanogaster,Thamnophilidae,Antbirds,Black-bellied Antwren,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0.4,0.4,0.2,0,0,0,0,10.5,9.196855225,16.44142446,3.630030473,19.00782893,LC,NA,4.041480401,Formicivora,melanogaster,76,4460000,0.044403189,"BO,BR,PY",Latin America & Caribbean,Americas,NA,1.021189299,6.649334859,NA,Not trade-threatened,Mixed strategies,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Formicivora rufa,Thamnophilidae,Antbirds,Rusty-backed Antwren,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0.5,0.5,0,0,0,0,0,10.8,19.72522026,23.01364842,3.010042839,27.89226017,LC,NA,3.567016507,Formicivora,rufa,143,9220000,0.21554872,"BO,BR,PE,PY,SR",Latin America & Caribbean,Americas,NA,1.033423755,6.964730921,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Formicivora serrana,Thamnophilidae,Antbirds,Serra Antwren,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0.5,0.5,0,0,0,0,0,11.4,NA,NA,NA,NA,NA,NA,4.041480401,Formicivora,serrana,75,NA,NA,BR,Latin America & Caribbean,Americas,NA,1.056904851,NA,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Formicivora serrana,Thamnophilidae,Antbirds,Serra Antwren,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0.5,0.5,0,0,0,0,0,11.4,10.03170571,17.78298127,3.954697343,20.95735918,LC,NA,3.567016507,Formicivora,serrana,75,NA,NA,BR,Latin America & Caribbean,Americas,NA,1.056904851,NA,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Foudia eminentissima,Ploceidae,Weavers and allies,Red-headed Fody,0.7,0,0,0,0,0,0.1,0.1,0.1,0,Invertebrate,0,0,0,0,0,0.8,0.2,0,0,24.51,NA,NA,NA,NA,LC,evidence,8.447238869,Foudia,eminentissima,4,NA,NA,"KM,YT",Sub-Saharan Africa,Africa,NA,1.389343311,NA,NA,Not trade-threatened,ForStrat.canopy,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"10,000-19,999",10000,19999
Foudia flavicans,Ploceidae,Weavers and allies,Rodrigues Fody,0.7,0,0,0,0,0,0.1,0.1,0.1,0,Invertebrate,0,0,0.3,0.3,0.4,0,0,0,0,15.34,NA,NA,NA,NA,NT,NA,3.70687865,Foudia,flavicans,6,NA,NA,MU,Sub-Saharan Africa,Africa,NA,1.18582536,NA,NA,Not trade-threatened,Mixed strategies,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2,600-5,400",2600,5400
Foudia madagascariensis,Ploceidae,Weavers and allies,Madagascar Red Fody,0.2,0,0,0,0,0,0,0.1,0.7,0,PlantSeed,0,0,0,0,0.3,0.7,0,0,0,16.59,22.91336502,31.94055158,7.483299321,42.105027,LC,evidence,5.544880894,Foudia,madagascariensis,71,NA,NA,"BH,IO,KM,MG,MU,RE,SC,SH","Middle East & North Africa,South Asia,Sub-Saharan Africa,NA","Asia,Africa",NA,1.219846386,NA,NA,Not trade-threatened,ForStrat.canopy,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
Foudia omissa,Ploceidae,Weavers and allies,Forest Fody,0.3,0,0,0,0,0,0,0.3,0.4,0,Omnivore,0,0,0,0,0.2,0.6,0.2,0,0,18.9,24.09631233,28.32399633,4.368862,36.08963556,LC,NA,1.474906124,Foudia,omissa,14,410000,-0.289425389,MG,Sub-Saharan Africa,Africa,NA,1.276461804,5.612783857,NA,Not trade-threatened,ForStrat.canopy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA
Foudia rubra,Ploceidae,Weavers and allies,Mauritius Fody,0.7,0,0,0,0,0,0.2,0.1,0,0,Invertebrate,0,0,0,0.3,0.7,0,0,0,0,17.7,NA,NA,NA,NA,EN,NA,1.474906124,Foudia,rubra,57,NA,NA,MU,Sub-Saharan Africa,Africa,NA,1.247973266,NA,NA,Not trade-threatened,ForStrat.midhigh,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,250,250,250
Foudia sechellarum,Ploceidae,Weavers and allies,Seychelles Fody,0.7,0,0,0,0,0,0.1,0.1,0.1,0,Invertebrate,0,0,0,0.6,0.4,0,0,0,0,17.1,NA,NA,NA,NA,NT,NA,2.747459071,Foudia,sechellarum,18,2300,0.532143833,SC,Sub-Saharan Africa,Africa,NA,1.23299611,3.361727836,NA,Not trade-threatened,ForStrat.understory,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2300,2300,2300
Foulehaio carunculatus,Meliphagidae,Honeyeaters,Wattled Honeyeater,0.3,0,0,0,0,0,0.2,0.5,0,0,FruiNect,0,0,0,0.8,0.2,0,0,0,0,37,NA,NA,NA,NA,LC,NA,19.29970676,Foulehaio,carunculatus,27,NA,NA,"AS,FJ,TO,WF,WS",East Asia & Pacific,Oceania,NA,1.568201724,NA,NA,Not trade-threatened,ForStrat.understory,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
Fraseria cinerascens,Muscicapidae,Chats and Old World flycatchers,White-browed Forest Flycatcher,0.9,0,0,0,0,0,0.1,0,0,0,Invertebrate,0,0,0.7,0.3,0,0,0,0,0,23.1,18.07908708,26.04007882,7.731122013,38.56058954,LC,NA,9.067563225,Fraseria,cinerascens,6,6330000,-0.494161864,"AO,BJ,CD,CF,CG,CI,CM,GA,GH,GN,GQ,GW,LR,NG,SL,SN,TG",Sub-Saharan Africa,Africa,NA,1.36361198,6.80140371,NA,Not trade-threatened,ForStrat.ground,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Fraseria ocreata,Muscicapidae,Chats and Old World flycatchers,African Forest Flycatcher,0.8,0,0,0,0,0,0.1,0,0.1,0,Invertebrate,0,0,0.2,0.2,0.2,0.4,0,0,0,35.5,16.75225509,23.92076431,5.209447587,30.38450238,LC,NA,9.067563225,Fraseria,ocreata,23,5570000,0.058691549,"AO,BJ,CD,CF,CG,CI,CM,GA,GH,GN,GQ,LR,NG,SL,UG",Sub-Saharan Africa,Africa,NA,1.550228353,6.745855195,NA,Not trade-threatened,Mixed strategies,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
Frederickena viridis,Thamnophilidae,Antbirds,Black-throated Antshrike,1,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0.4,0.6,0,0,0,0,0,76,14.13823216,27.96274476,12.00945748,47.90869372,LC,NA,9.248766528,Frederickena,viridis,30,1520000,0.014405675,"BR,GF,GY,SR,VE",Latin America & Caribbean,Americas,NA,1.880813592,6.181843588,NA,Not trade-threatened,ForStrat.understory,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA
